fecha,marca,zona,tipo_cristal,instalacion
2024-10-01,FORD,Rosario,Parabrisas,63300.98043316396
2024-10-01,FORD,TIERRA DEL FUEGO,Parabrisas,113565.14567414313
2024-10-01,PEUGEOT,CABA,Parabrisas,57788.45506178312
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,63133.88715499806
2024-10-01,PEUGEOT,Rosario,Parabrisas,63133.88715499806
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,113265.37192109493
2024-10-01,RENAULT,CABA,Parabrisas,57049.55776743394
2024-10-01,RENAULT,CORD_TUC_STAFE,Parabrisas,62326.64186092158
2024-10-01,RENAULT,Rosario,Parabrisas,62326.64186092158
2024-10-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,111817.13322417052
2024-10-01,TOYOTA,CABA,Parabrisas,58012.65350213384
2024-10-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,63378.82395108123
2024-10-01,TOYOTA,Rosario,Parabrisas,63378.82395108123
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,113704.80086418235
2024-10-01,VOLKSWAGEN,CABA,Parabrisas,58497.89236725731
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,63908.94741122862
2024-10-01,VOLKSWAGEN,Rosario,Parabrisas,63908.94741122862
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,114655.86903982433
2025-01-01,CHEVROLET,CABA,Parabrisas,57906.424019939375
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,63262.76824178377
2025-01-01,CHEVROLET,Rosario,Parabrisas,63262.76824178377
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,113496.5910790812
2025-01-01,FIAT,CABA,Parabrisas,58589.935291586786
2025-01-01,FIAT,CORD_TUC_STAFE,Parabrisas,64009.50430605856
2025-01-01,FIAT,Rosario,Parabrisas,64009.50430605856
2025-01-01,FIAT,TIERRA DEL FUEGO,Parabrisas,114836.2731715101
2025-01-01,FORD,CABA,Parabrisas,57941.40085415465
2025-01-01,FORD,CORD_TUC_STAFE,Parabrisas,63300.98043316396
2025-01-01,FORD,Rosario,Parabrisas,63300.98043316396
2025-01-01,FORD,TIERRA DEL FUEGO,Parabrisas,113565.14567414313
2025-01-01,PEUGEOT,CABA,Parabrisas,57798.50186865906
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,63144.86329151003
2025-01-01,PEUGEOT,Rosario,Parabrisas,63144.86329151003
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,113285.06366257179
2025-01-01,RENAULT,CABA,Parabrisas,57066.561232215194
2025-01-01,RENAULT,CORD_TUC_STAFE,Parabrisas,62345.218146195104
2025-01-01,RENAULT,Rosario,Parabrisas,62345.218146195104
2025-01-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,111850.46001514181
2025-01-01,TOYOTA,CABA,Parabrisas,58014.3841734119
2025-01-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,63380.7147094525
2025-01-01,TOYOTA,Rosario,Parabrisas,63380.7147094525
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,113708.19297988735
2025-01-01,VOLKSWAGEN,CABA,Parabrisas,58626.90875987197
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,64049.897820160135
2025-01-01,VOLKSWAGEN,Rosario,Parabrisas,64049.897820160135
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,114908.74116934907
2025-04-01,CHEVROLET,CABA,Parabrisas,63123.566006154666
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Parabrisas,68962.49586172398
2025-04-01,CHEVROLET,Rosario,Parabrisas,68962.49586172398
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Parabrisas,123722.18937206313
2025-04-01,FIAT,CABA,Parabrisas,63863.029467829605
2025-04-01,FIAT,CORD_TUC_STAFE,Parabrisas,69770.35969360384
2025-04-01,FIAT,Rosario,Parabrisas,69770.35969360384
2025-04-01,FIAT,TIERRA DEL FUEGO,Parabrisas,125171.537756946
2025-04-01,FORD,CABA,Parabrisas,63156.12693102857
2025-04-01,FORD,CORD_TUC_STAFE,Parabrisas,68998.06867214873
2025-04-01,FORD,Rosario,Parabrisas,68998.06867214873
2025-04-01,FORD,TIERRA DEL FUEGO,Parabrisas,123786.00878481599
2025-04-01,PEUGEOT,CABA,Parabrisas,63301.50242898218
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Parabrisas,69156.89140366303
2025-04-01,PEUGEOT,Rosario,Parabrisas,69156.89140366303
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Parabrisas,124070.94476080505
2025-04-01,RENAULT,CABA,Parabrisas,62237.82570505273
2025-04-01,RENAULT,CORD_TUC_STAFE,Parabrisas,67994.82458277012
2025-04-01,RENAULT,Rosario,Parabrisas,67994.82458277012
2025-04-01,RENAULT,TIERRA DEL FUEGO,Parabrisas,121986.13838190335
2025-04-01,TOYOTA,CABA,Parabrisas,63560.35438128309
2025-04-01,TOYOTA,CORD_TUC_STAFE,Parabrisas,69439.68716155179
2025-04-01,TOYOTA,Rosario,Parabrisas,69439.68716155179
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Parabrisas,124578.29458731484
2025-04-01,VOLKSWAGEN,CABA,Parabrisas,64088.5287097585
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Parabrisas,70016.71761541117
2025-04-01,VOLKSWAGEN,Rosario,Parabrisas,70016.71761541117
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Parabrisas,125613.51627112665
2023-12-01,CHEVROLET,CABA,Puerta,11308.13492354545
2023-12-01,CHEVROLET,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,CHEVROLET,Rosario,Puerta,12354.1374039734
2023-12-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,22163.94445014907
2023-12-01,FIAT,CABA,Puerta,11308.13492354545
2023-12-01,FIAT,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,FIAT,Rosario,Puerta,12354.1374039734
2023-12-01,FIAT,TIERRA DEL FUEGO,Puerta,22163.94445014907
2023-12-01,FORD,CABA,Puerta,11308.13492354545
2023-12-01,FORD,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,FORD,Rosario,Puerta,12354.1374039734
2023-12-01,FORD,TIERRA DEL FUEGO,Puerta,22163.94445014907
2023-12-01,PEUGEOT,CABA,Puerta,11308.13492354545
2023-12-01,PEUGEOT,CORD_TUC_STAFE,Puerta,12354.137403973398
2023-12-01,PEUGEOT,Rosario,Puerta,12354.137403973398
2023-12-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,22163.94445014907
2023-12-01,RENAULT,CABA,Puerta,11308.13492354545
2023-12-01,RENAULT,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,RENAULT,Rosario,Puerta,12354.1374039734
2023-12-01,RENAULT,TIERRA DEL FUEGO,Puerta,22163.94445014907
2023-12-01,TOYOTA,CABA,Puerta,11308.13492354545
2023-12-01,TOYOTA,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,TOYOTA,Rosario,Puerta,12354.1374039734
2023-12-01,TOYOTA,TIERRA DEL FUEGO,Puerta,22163.944450149073
2023-12-01,VOLKSWAGEN,CABA,Puerta,11308.13492354545
2023-12-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,12354.1374039734
2023-12-01,VOLKSWAGEN,Rosario,Puerta,12354.1374039734
2023-12-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,22163.94445014907
2024-02-01,CHEVROLET,CABA,Puerta,12325.86706666454
2024-02-01,CHEVROLET,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,CHEVROLET,Rosario,Puerta,13466.00977033101
2024-02-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-02-01,FIAT,CABA,Puerta,12325.86706666454
2024-02-01,FIAT,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,FIAT,Rosario,Puerta,13466.00977033101
2024-02-01,FIAT,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-02-01,FORD,CABA,Puerta,12325.86706666454
2024-02-01,FORD,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,FORD,Rosario,Puerta,13466.00977033101
2024-02-01,FORD,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-02-01,PEUGEOT,CABA,Puerta,12325.867066664538
2024-02-01,PEUGEOT,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,PEUGEOT,Rosario,Puerta,13466.00977033101
2024-02-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,24158.699450662487
2024-02-01,RENAULT,CABA,Puerta,12325.86706666454
2024-02-01,RENAULT,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,RENAULT,Rosario,Puerta,13466.00977033101
2024-02-01,RENAULT,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-02-01,TOYOTA,CABA,Puerta,12325.867066664538
2024-02-01,TOYOTA,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,TOYOTA,Rosario,Puerta,13466.00977033101
2024-02-01,TOYOTA,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-02-01,VOLKSWAGEN,CABA,Puerta,12325.86706666454
2024-02-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,13466.00977033101
2024-02-01,VOLKSWAGEN,Rosario,Puerta,13466.00977033101
2024-02-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,24158.69945066249
2024-03-01,CHEVROLET,CABA,Puerta,14544.52313866415
2024-03-01,CHEVROLET,CORD_TUC_STAFE,Puerta,15889.89152899059
2024-03-01,CHEVROLET,Rosario,Puerta,15889.89152899059
2024-03-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,28507.265351781738
2024-03-01,FIAT,CABA,Puerta,14544.52313866415
2024-03-01,FIAT,CORD_TUC_STAFE,Puerta,15889.891528990593
2024-03-01,FIAT,Rosario,Puerta,15889.891528990593
2024-03-01,FIAT,TIERRA DEL FUEGO,Puerta,28507.26535178174
2024-03-01,FORD,CABA,Puerta,14544.52313866415
2024-03-01,FORD,CORD_TUC_STAFE,Puerta,15889.89152899059
2024-03-01,FORD,Rosario,Puerta,15889.89152899059
2024-03-01,FORD,TIERRA DEL FUEGO,Puerta,28507.26535178174
2024-03-01,PEUGEOT,CABA,Puerta,14544.52313866415
2024-03-01,PEUGEOT,CORD_TUC_STAFE,Puerta,15889.891528990589
2024-03-01,PEUGEOT,Rosario,Puerta,15889.891528990589
2024-03-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,28507.26535178174
2024-03-01,RENAULT,CABA,Puerta,14544.52313866415
2024-03-01,RENAULT,CORD_TUC_STAFE,Puerta,15889.891528990593
2024-03-01,RENAULT,Rosario,Puerta,15889.891528990593
2024-03-01,RENAULT,TIERRA DEL FUEGO,Puerta,28507.26535178174
2024-03-01,TOYOTA,CABA,Puerta,14544.52313866415
2024-03-01,TOYOTA,CORD_TUC_STAFE,Puerta,15889.891528990593
2024-03-01,TOYOTA,Rosario,Puerta,15889.891528990593
2024-03-01,TOYOTA,TIERRA DEL FUEGO,Puerta,28507.26535178174
2024-03-01,VOLKSWAGEN,CABA,Puerta,14544.52313866415
2024-03-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,15889.89152899059
2024-03-01,VOLKSWAGEN,Rosario,Puerta,15889.89152899059
2024-03-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,28507.265351781745
2024-05-01,CHEVROLET,CABA,Puerta,15853.53022114393
2024-05-01,CHEVROLET,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,CHEVROLET,Rosario,Puerta,17319.98176659974
2024-05-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,31072.919233442095
2024-05-01,FIAT,CABA,Puerta,15853.53022114393
2024-05-01,FIAT,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,FIAT,Rosario,Puerta,17319.98176659974
2024-05-01,FIAT,TIERRA DEL FUEGO,Puerta,31072.919233442088
2024-05-01,FORD,CABA,Puerta,15853.530221143928
2024-05-01,FORD,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,FORD,Rosario,Puerta,17319.98176659974
2024-05-01,FORD,TIERRA DEL FUEGO,Puerta,31072.91923344209
2024-05-01,PEUGEOT,CABA,Puerta,15853.53022114393
2024-05-01,PEUGEOT,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,PEUGEOT,Rosario,Puerta,17319.98176659974
2024-05-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,31072.919233442095
2024-05-01,RENAULT,CABA,Puerta,15853.530221143928
2024-05-01,RENAULT,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,RENAULT,Rosario,Puerta,17319.98176659974
2024-05-01,RENAULT,TIERRA DEL FUEGO,Puerta,31072.91923344209
2024-05-01,TOYOTA,CABA,Puerta,15853.530221143928
2024-05-01,TOYOTA,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,TOYOTA,Rosario,Puerta,17319.98176659974
2024-05-01,TOYOTA,TIERRA DEL FUEGO,Puerta,31072.91923344209
2024-05-01,VOLKSWAGEN,CABA,Puerta,15853.53022114393
2024-05-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,17319.98176659974
2024-05-01,VOLKSWAGEN,Rosario,Puerta,17319.98176659974
2024-05-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,31072.919233442095
2024-07-01,CHEVROLET,CABA,Puerta,16963.277336624
2024-07-01,CHEVROLET,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,CHEVROLET,Rosario,Puerta,18532.38049026172
2024-07-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,FIAT,CABA,Puerta,16963.277336624
2024-07-01,FIAT,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,FIAT,Rosario,Puerta,18532.38049026172
2024-07-01,FIAT,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,FORD,CABA,Puerta,16963.277336624
2024-07-01,FORD,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,FORD,Rosario,Puerta,18532.38049026172
2024-07-01,FORD,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,PEUGEOT,CABA,Puerta,16963.277336624
2024-07-01,PEUGEOT,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,PEUGEOT,Rosario,Puerta,18532.38049026172
2024-07-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,RENAULT,CABA,Puerta,16963.277336624
2024-07-01,RENAULT,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,RENAULT,Rosario,Puerta,18532.38049026172
2024-07-01,RENAULT,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,TOYOTA,CABA,Puerta,16963.277336624
2024-07-01,TOYOTA,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,TOYOTA,Rosario,Puerta,18532.38049026172
2024-07-01,TOYOTA,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-07-01,VOLKSWAGEN,CABA,Puerta,16963.277336624
2024-07-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,18532.38049026172
2024-07-01,VOLKSWAGEN,Rosario,Puerta,18532.38049026172
2024-07-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,33248.02357978305
2024-10-01,CHEVROLET,CABA,Puerta,18998.87061701889
2024-10-01,CHEVROLET,CORD_TUC_STAFE,Puerta,20756.26614909313
2024-10-01,CHEVROLET,Rosario,Puerta,20756.26614909313
2024-10-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,37237.78640935702
2024-10-01,FIAT,CABA,Puerta,18998.87061701889
2024-10-01,FIAT,CORD_TUC_STAFE,Puerta,20756.26614909313
2024-10-01,FIAT,Rosario,Puerta,20756.26614909313
2024-10-01,FIAT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2024-10-01,FORD,CABA,Puerta,18998.87061701889
2024-10-01,FORD,CORD_TUC_STAFE,Puerta,20756.26614909313
2024-10-01,FORD,Rosario,Puerta,20756.26614909313
2024-10-01,FORD,TIERRA DEL FUEGO,Puerta,37237.78640935702
2024-10-01,PEUGEOT,CABA,Puerta,18998.87061701889
2024-10-01,PEUGEOT,CORD_TUC_STAFE,Puerta,20756.26614909313
2024-10-01,PEUGEOT,Rosario,Puerta,20756.26614909313
2024-10-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2024-10-01,RENAULT,CABA,Puerta,18998.87061701889
2024-10-01,RENAULT,CORD_TUC_STAFE,Puerta,20756.26614909313
2024-10-01,RENAULT,Rosario,Puerta,20756.26614909313
2024-10-01,RENAULT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2024-10-01,TOYOTA,CABA,Puerta,19868.52206133572
2024-10-01,TOYOTA,CORD_TUC_STAFE,Puerta,21706.360352009266
2024-10-01,TOYOTA,Rosario,Puerta,21706.360352009266
2024-10-01,TOYOTA,TIERRA DEL FUEGO,Puerta,38942.303240218
2024-10-01,VOLKSWAGEN,CABA,Puerta,19219.703455688108
2024-10-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,20997.52602533925
2024-10-01,VOLKSWAGEN,Rosario,Puerta,20997.52602533925
2024-10-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,37670.618773148686
2025-01-01,CHEVROLET,CABA,Puerta,18998.87061701889
2025-01-01,CHEVROLET,CORD_TUC_STAFE,Puerta,20756.26614909313
2025-01-01,CHEVROLET,Rosario,Puerta,20756.26614909313
2025-01-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,37237.78640935702
2025-01-01,FIAT,CABA,Puerta,18998.87061701889
2025-01-01,FIAT,CORD_TUC_STAFE,Puerta,20756.26614909313
2025-01-01,FIAT,Rosario,Puerta,20756.26614909313
2025-01-01,FIAT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2025-01-01,FORD,CABA,Puerta,18998.87061701889
2025-01-01,FORD,CORD_TUC_STAFE,Puerta,20756.26614909313
2025-01-01,FORD,Rosario,Puerta,20756.26614909313
2025-01-01,FORD,TIERRA DEL FUEGO,Puerta,37237.78640935702
2025-01-01,PEUGEOT,CABA,Puerta,18998.87061701889
2025-01-01,PEUGEOT,CORD_TUC_STAFE,Puerta,20756.26614909313
2025-01-01,PEUGEOT,Rosario,Puerta,20756.26614909313
2025-01-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2025-01-01,RENAULT,CABA,Puerta,18998.87061701889
2025-01-01,RENAULT,CORD_TUC_STAFE,Puerta,20756.26614909313
2025-01-01,RENAULT,Rosario,Puerta,20756.26614909313
2025-01-01,RENAULT,TIERRA DEL FUEGO,Puerta,37237.78640935702
2025-01-01,TOYOTA,CABA,Puerta,19860.893539894343
2025-01-01,TOYOTA,CORD_TUC_STAFE,Puerta,21698.026192334568
2025-01-01,TOYOTA,Rosario,Puerta,21698.026192334568
2025-01-01,TOYOTA,TIERRA DEL FUEGO,Puerta,38927.35133819291
2025-01-01,VOLKSWAGEN,CABA,Puerta,19219.703455688108
2025-01-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,20997.52602533925
2025-01-01,VOLKSWAGEN,Rosario,Puerta,20997.52602533925
2025-01-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,37670.618773148686
2025-04-01,CHEVROLET,CABA,Puerta,20708.76897255059
2025-04-01,CHEVROLET,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,CHEVROLET,Rosario,Puerta,22624.33010251152
2025-04-01,CHEVROLET,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,FIAT,CABA,Puerta,20708.76897255059
2025-04-01,FIAT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,FIAT,Rosario,Puerta,22624.33010251152
2025-04-01,FIAT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,FORD,CABA,Puerta,20708.76897255059
2025-04-01,FORD,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,FORD,Rosario,Puerta,22624.33010251152
2025-04-01,FORD,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,PEUGEOT,CABA,Puerta,20708.76897255059
2025-04-01,PEUGEOT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,PEUGEOT,Rosario,Puerta,22624.33010251152
2025-04-01,PEUGEOT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,RENAULT,CABA,Puerta,20708.76897255059
2025-04-01,RENAULT,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,RENAULT,Rosario,Puerta,22624.33010251152
2025-04-01,RENAULT,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,TOYOTA,CABA,Puerta,20708.76897255059
2025-04-01,TOYOTA,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,TOYOTA,Rosario,Puerta,22624.33010251152
2025-04-01,TOYOTA,TIERRA DEL FUEGO,Puerta,40589.18718619915
2025-04-01,VOLKSWAGEN,CABA,Puerta,20708.76897255059
2025-04-01,VOLKSWAGEN,CORD_TUC_STAFE,Puerta,22624.33010251152
2025-04-01,VOLKSWAGEN,Rosario,Puerta,22624.33010251152
2025-04-01,VOLKSWAGEN,TIERRA DEL FUEGO,Puerta,40589.18718619915
