año_mes,tva,tipo_costo,valor_costo
2023-01-01,auto_cleas_si,cm_hs_chapa,2758.59
2023-02-01,auto_cleas_si,cm_hs_chapa,3033.94
2023-03-01,auto_cleas_si,cm_hs_chapa,3135.51
2023-04-01,auto_cleas_si,cm_hs_chapa,3328.91
2023-05-01,auto_cleas_si,cm_hs_chapa,3602.38
2023-06-01,auto_cleas_si,cm_hs_chapa,3943.68
2023-07-01,auto_cleas_si,cm_hs_chapa,4319.32
2023-08-01,auto_cleas_si,cm_hs_chapa,4802.37
2023-09-01,auto_cleas_si,cm_hs_chapa,5254.23
2023-10-01,auto_cleas_si,cm_hs_chapa,5717.03
2023-11-01,auto_cleas_si,cm_hs_chapa,6365.56
2023-12-01,auto_cleas_si,cm_hs_chapa,7111.79
2024-01-01,auto_cleas_si,cm_hs_chapa,7979.37
2024-02-01,auto_cleas_si,cm_hs_chapa,8935.76
2024-03-01,auto_cleas_si,cm_hs_chapa,9991.63
2024-04-01,auto_cleas_si,cm_hs_chapa,11771.41
2024-05-01,auto_cleas_si,cm_hs_chapa,12627.44
2024-06-01,auto_cleas_si,cm_hs_chapa,13780.14
2024-07-01,auto_cleas_si,cm_hs_chapa,14524.49
2024-08-01,auto_cleas_si,cm_hs_chapa,15469.39
2024-09-01,auto_cleas_si,cm_hs_chapa,16503.33
2024-10-01,auto_cleas_si,cm_hs_chapa,17127.35
2024-11-01,auto_cleas_si,cm_hs_chapa,18256.62
2024-12-01,auto_cleas_si,cm_hs_chapa,18399.06
2025-01-01,auto_cleas_si,cm_hs_chapa,19580.17
2025-02-01,auto_cleas_si,cm_hs_chapa,19735.98
2025-03-01,auto_cleas_si,cm_hs_chapa,20683.09
2025-04-01,auto_cleas_si,cm_hs_chapa,21975.73
2025-05-01,auto_cleas_si,cm_hs_chapa,22921.08
2025-06-01,auto_cleas_si,cm_hs_chapa,23860.62
2025-07-01,auto_cleas_si,cm_hs_chapa,24489.07
2023-01-01,auto_cleas_no,cm_hs_chapa,2898.62
2023-02-01,auto_cleas_no,cm_hs_chapa,2993.32
2023-03-01,auto_cleas_no,cm_hs_chapa,3209.35
2023-04-01,auto_cleas_no,cm_hs_chapa,3373.12
2023-05-01,auto_cleas_no,cm_hs_chapa,3580.05
2023-06-01,auto_cleas_no,cm_hs_chapa,3782.32
2023-07-01,auto_cleas_no,cm_hs_chapa,4144.03
2023-08-01,auto_cleas_no,cm_hs_chapa,4380.54
2023-09-01,auto_cleas_no,cm_hs_chapa,4843.89
2023-10-01,auto_cleas_no,cm_hs_chapa,5181.03
2023-11-01,auto_cleas_no,cm_hs_chapa,5761.49
2023-12-01,auto_cleas_no,cm_hs_chapa,6594.77
2024-01-01,auto_cleas_no,cm_hs_chapa,8198.85
2024-02-01,auto_cleas_no,cm_hs_chapa,9620.97
2024-03-01,auto_cleas_no,cm_hs_chapa,10487.28
2024-04-01,auto_cleas_no,cm_hs_chapa,10712.25
2024-05-01,auto_cleas_no,cm_hs_chapa,12686.96
2024-06-01,auto_cleas_no,cm_hs_chapa,12026.51
2024-07-01,auto_cleas_no,cm_hs_chapa,15194.58
2024-08-01,auto_cleas_no,cm_hs_chapa,16414.6
2024-09-01,auto_cleas_no,cm_hs_chapa,16942.62
2024-10-01,auto_cleas_no,cm_hs_chapa,17687.11
2024-11-01,auto_cleas_no,cm_hs_chapa,18731.68
2024-12-01,auto_cleas_no,cm_hs_chapa,19096.77
2025-01-01,auto_cleas_no,cm_hs_chapa,20183.45
2025-02-01,auto_cleas_no,cm_hs_chapa,19043.01
2025-03-01,auto_cleas_no,cm_hs_chapa,22708.63
2025-04-01,auto_cleas_no,cm_hs_chapa,22054.62
2025-05-01,auto_cleas_no,cm_hs_chapa,22743.0
2025-06-01,auto_cleas_no,cm_hs_chapa,23474.42
2025-07-01,auto_cleas_no,cm_hs_chapa,24566.3
2023-01-01,camion_cleas_si,cm_hs_chapa,2223.33
2023-02-01,camion_cleas_si,cm_hs_chapa,
2023-03-01,camion_cleas_si,cm_hs_chapa,2296.02
2023-04-01,camion_cleas_si,cm_hs_chapa,2631.96
2023-05-01,camion_cleas_si,cm_hs_chapa,1.0
2023-06-01,camion_cleas_si,cm_hs_chapa,5716.74
2023-07-01,camion_cleas_si,cm_hs_chapa,6000.0
2023-08-01,camion_cleas_si,cm_hs_chapa,3500.0
2023-09-01,camion_cleas_si,cm_hs_chapa,3476.71
2023-10-01,camion_cleas_si,cm_hs_chapa,6977.08
2023-11-01,camion_cleas_si,cm_hs_chapa,1168.6
2023-12-01,camion_cleas_si,cm_hs_chapa,
2024-01-01,camion_cleas_si,cm_hs_chapa,
2024-02-01,camion_cleas_si,cm_hs_chapa,0.01
2024-03-01,camion_cleas_si,cm_hs_chapa,12000.0
2024-04-01,camion_cleas_si,cm_hs_chapa,6608.79
2024-05-01,camion_cleas_si,cm_hs_chapa,11863.08
2024-06-01,camion_cleas_si,cm_hs_chapa,
2024-07-01,camion_cleas_si,cm_hs_chapa,16464.24
2024-08-01,camion_cleas_si,cm_hs_chapa,55000.0
2024-09-01,camion_cleas_si,cm_hs_chapa,7647.26
2024-10-01,camion_cleas_si,cm_hs_chapa,21385.06
2024-11-01,camion_cleas_si,cm_hs_chapa,19267.68
2024-12-01,camion_cleas_si,cm_hs_chapa,17669.15
2025-01-01,camion_cleas_si,cm_hs_chapa,17844.17
2025-02-01,camion_cleas_si,cm_hs_chapa,24722.21
2025-03-01,camion_cleas_si,cm_hs_chapa,25328.63
2025-04-01,camion_cleas_si,cm_hs_chapa,22500.0
2025-05-01,camion_cleas_si,cm_hs_chapa,23156.93
2025-06-01,camion_cleas_si,cm_hs_chapa,24978.26
2025-07-01,camion_cleas_si,cm_hs_chapa,26873.49
2023-01-01,camion_cleas_no,cm_hs_chapa,6410.84
2023-02-01,camion_cleas_no,cm_hs_chapa,5688.85
2023-03-01,camion_cleas_no,cm_hs_chapa,5904.16
2023-04-01,camion_cleas_no,cm_hs_chapa,8086.06
2023-05-01,camion_cleas_no,cm_hs_chapa,7483.28
2023-06-01,camion_cleas_no,cm_hs_chapa,7304.23
2023-07-01,camion_cleas_no,cm_hs_chapa,8372.22
2023-08-01,camion_cleas_no,cm_hs_chapa,9620.57
2023-09-01,camion_cleas_no,cm_hs_chapa,10013.42
2023-10-01,camion_cleas_no,cm_hs_chapa,10879.17
2023-11-01,camion_cleas_no,cm_hs_chapa,13869.0
2023-12-01,camion_cleas_no,cm_hs_chapa,16387.25
2024-01-01,camion_cleas_no,cm_hs_chapa,17962.66
2024-02-01,camion_cleas_no,cm_hs_chapa,28789.62
2024-03-01,camion_cleas_no,cm_hs_chapa,23909.01
2024-04-01,camion_cleas_no,cm_hs_chapa,21456.86
2024-05-01,camion_cleas_no,cm_hs_chapa,28139.37
2024-06-01,camion_cleas_no,cm_hs_chapa,26200.9
2024-07-01,camion_cleas_no,cm_hs_chapa,31342.6
2024-08-01,camion_cleas_no,cm_hs_chapa,32003.15
2024-09-01,camion_cleas_no,cm_hs_chapa,33533.12
2024-10-01,camion_cleas_no,cm_hs_chapa,35669.02
2024-11-01,camion_cleas_no,cm_hs_chapa,24846.71
2024-12-01,camion_cleas_no,cm_hs_chapa,36044.48
2025-01-01,camion_cleas_no,cm_hs_chapa,37631.82
2025-02-01,camion_cleas_no,cm_hs_chapa,37028.7
2025-03-01,camion_cleas_no,cm_hs_chapa,48747.13
2025-04-01,camion_cleas_no,cm_hs_chapa,44365.84
2025-05-01,camion_cleas_no,cm_hs_chapa,48239.85
2025-06-01,camion_cleas_no,cm_hs_chapa,44906.73
2025-07-01,camion_cleas_no,cm_hs_chapa,49884.66
2023-01-01,auto_cleas_si,cm_hs_elect,2910.0
2023-02-01,auto_cleas_si,cm_hs_elect,4218.0
2023-03-01,auto_cleas_si,cm_hs_elect,5020.0
2023-04-01,auto_cleas_si,cm_hs_elect,7105.43
2023-05-01,auto_cleas_si,cm_hs_elect,3611.34
2023-06-01,auto_cleas_si,cm_hs_elect,4620.0
2023-07-01,auto_cleas_si,cm_hs_elect,1506.25
2023-08-01,auto_cleas_si,cm_hs_elect,3900.0
2023-09-01,auto_cleas_si,cm_hs_elect,6360.0
2023-10-01,auto_cleas_si,cm_hs_elect,7236.36
2023-11-01,auto_cleas_si,cm_hs_elect,11276.19
2023-12-01,auto_cleas_si,cm_hs_elect,7150.0
2024-01-01,auto_cleas_si,cm_hs_elect,7000.0
2024-02-01,auto_cleas_si,cm_hs_elect,10597.69
2024-03-01,auto_cleas_si,cm_hs_elect,28337.0
2024-04-01,auto_cleas_si,cm_hs_elect,9956.0
2024-05-01,auto_cleas_si,cm_hs_elect,24000.0
2024-06-01,auto_cleas_si,cm_hs_elect,15250.0
2024-07-01,auto_cleas_si,cm_hs_elect,15650.0
2024-08-01,auto_cleas_si,cm_hs_elect,10843.52
2024-09-01,auto_cleas_si,cm_hs_elect,18487.5
2024-10-01,auto_cleas_si,cm_hs_elect,24500.0
2024-11-01,auto_cleas_si,cm_hs_elect,15292.54
2024-12-01,auto_cleas_si,cm_hs_elect,16430.3
2025-01-01,auto_cleas_si,cm_hs_elect,19142.0
2025-02-01,auto_cleas_si,cm_hs_elect,23475.86
2025-03-01,auto_cleas_si,cm_hs_elect,59729.73
2025-04-01,auto_cleas_si,cm_hs_elect,21820.0
2025-05-01,auto_cleas_si,cm_hs_elect,36454.55
2025-06-01,auto_cleas_si,cm_hs_elect,53333.33
2025-07-01,auto_cleas_si,cm_hs_elect,33860.0
2023-01-01,auto_cleas_no,cm_hs_elect,4466.56
2023-02-01,auto_cleas_no,cm_hs_elect,4165.77
2023-03-01,auto_cleas_no,cm_hs_elect,4156.7
2023-04-01,auto_cleas_no,cm_hs_elect,6346.62
2023-05-01,auto_cleas_no,cm_hs_elect,5127.09
2023-06-01,auto_cleas_no,cm_hs_elect,5733.83
2023-07-01,auto_cleas_no,cm_hs_elect,5283.95
2023-08-01,auto_cleas_no,cm_hs_elect,5552.19
2023-09-01,auto_cleas_no,cm_hs_elect,6707.79
2023-10-01,auto_cleas_no,cm_hs_elect,8562.61
2023-11-01,auto_cleas_no,cm_hs_elect,7422.54
2023-12-01,auto_cleas_no,cm_hs_elect,9640.66
2024-01-01,auto_cleas_no,cm_hs_elect,10049.98
2024-02-01,auto_cleas_no,cm_hs_elect,10607.95
2024-03-01,auto_cleas_no,cm_hs_elect,12674.44
2024-04-01,auto_cleas_no,cm_hs_elect,14866.73
2024-05-01,auto_cleas_no,cm_hs_elect,17002.78
2024-06-01,auto_cleas_no,cm_hs_elect,16152.93
2024-07-01,auto_cleas_no,cm_hs_elect,17904.46
2024-08-01,auto_cleas_no,cm_hs_elect,26751.23
2024-09-01,auto_cleas_no,cm_hs_elect,16754.12
2024-10-01,auto_cleas_no,cm_hs_elect,21280.11
2024-11-01,auto_cleas_no,cm_hs_elect,21588.39
2024-12-01,auto_cleas_no,cm_hs_elect,21454.48
2025-01-01,auto_cleas_no,cm_hs_elect,26347.94
2025-02-01,auto_cleas_no,cm_hs_elect,32704.57
2025-03-01,auto_cleas_no,cm_hs_elect,29327.89
2025-04-01,auto_cleas_no,cm_hs_elect,28749.02
2025-05-01,auto_cleas_no,cm_hs_elect,32256.24
2025-06-01,auto_cleas_no,cm_hs_elect,33030.74
2025-07-01,auto_cleas_no,cm_hs_elect,41558.62
2023-01-01,camion_cleas_si,cm_hs_elect,65535.0
2023-02-01,camion_cleas_si,cm_hs_elect,
2023-03-01,camion_cleas_si,cm_hs_elect,65535.0
2023-04-01,camion_cleas_si,cm_hs_elect,65535.0
2023-05-01,camion_cleas_si,cm_hs_elect,65535.0
2023-06-01,camion_cleas_si,cm_hs_elect,65535.0
2023-07-01,camion_cleas_si,cm_hs_elect,65535.0
2023-08-01,camion_cleas_si,cm_hs_elect,65535.0
2023-09-01,camion_cleas_si,cm_hs_elect,65535.0
2023-10-01,camion_cleas_si,cm_hs_elect,7000.0
2023-11-01,camion_cleas_si,cm_hs_elect,65535.0
2023-12-01,camion_cleas_si,cm_hs_elect,
2024-01-01,camion_cleas_si,cm_hs_elect,
2024-02-01,camion_cleas_si,cm_hs_elect,65535.0
2024-03-01,camion_cleas_si,cm_hs_elect,65535.0
2024-04-01,camion_cleas_si,cm_hs_elect,65535.0
2024-05-01,camion_cleas_si,cm_hs_elect,65535.0
2024-06-01,camion_cleas_si,cm_hs_elect,
2024-07-01,camion_cleas_si,cm_hs_elect,65535.0
2024-08-01,camion_cleas_si,cm_hs_elect,65535.0
2024-09-01,camion_cleas_si,cm_hs_elect,65535.0
2024-10-01,camion_cleas_si,cm_hs_elect,65535.0
2024-11-01,camion_cleas_si,cm_hs_elect,65535.0
2024-12-01,camion_cleas_si,cm_hs_elect,65535.0
2025-01-01,camion_cleas_si,cm_hs_elect,65535.0
2025-02-01,camion_cleas_si,cm_hs_elect,65535.0
2025-03-01,camion_cleas_si,cm_hs_elect,65535.0
2025-04-01,camion_cleas_si,cm_hs_elect,65535.0
2025-05-01,camion_cleas_si,cm_hs_elect,25000.0
2025-06-01,camion_cleas_si,cm_hs_elect,65535.0
2025-07-01,camion_cleas_si,cm_hs_elect,65535.0
2023-01-01,camion_cleas_no,cm_hs_elect,8090.29
2023-02-01,camion_cleas_no,cm_hs_elect,7500.0
2023-03-01,camion_cleas_no,cm_hs_elect,8885.71
2023-04-01,camion_cleas_no,cm_hs_elect,11381.82
2023-05-01,camion_cleas_no,cm_hs_elect,7163.35
2023-06-01,camion_cleas_no,cm_hs_elect,12219.7
2023-07-01,camion_cleas_no,cm_hs_elect,17410.23
2023-08-01,camion_cleas_no,cm_hs_elect,16366.51
2023-09-01,camion_cleas_no,cm_hs_elect,16073.17
2023-10-01,camion_cleas_no,cm_hs_elect,24000.0
2023-11-01,camion_cleas_no,cm_hs_elect,23568.87
2023-12-01,camion_cleas_no,cm_hs_elect,21793.65
2024-01-01,camion_cleas_no,cm_hs_elect,28500.0
2024-02-01,camion_cleas_no,cm_hs_elect,28498.41
2024-03-01,camion_cleas_no,cm_hs_elect,30243.4
2024-04-01,camion_cleas_no,cm_hs_elect,42800.0
2024-05-01,camion_cleas_no,cm_hs_elect,38860.71
2024-06-01,camion_cleas_no,cm_hs_elect,34486.6
2024-07-01,camion_cleas_no,cm_hs_elect,32014.22
2024-08-01,camion_cleas_no,cm_hs_elect,42983.41
2024-09-01,camion_cleas_no,cm_hs_elect,30284.24
2024-10-01,camion_cleas_no,cm_hs_elect,52177.19
2024-11-01,camion_cleas_no,cm_hs_elect,43250.0
2024-12-01,camion_cleas_no,cm_hs_elect,64040.12
2025-01-01,camion_cleas_no,cm_hs_elect,51850.39
2025-02-01,camion_cleas_no,cm_hs_elect,62029.46
2025-03-01,camion_cleas_no,cm_hs_elect,48070.83
2025-04-01,camion_cleas_no,cm_hs_elect,64214.74
2025-05-01,camion_cleas_no,cm_hs_elect,56560.0
2025-06-01,camion_cleas_no,cm_hs_elect,48009.9
2025-07-01,camion_cleas_no,cm_hs_elect,64072.07
2023-01-01,auto_cleas_si,cm_hs_mec,2905.78
2023-02-01,auto_cleas_si,cm_hs_mec,3792.84
2023-03-01,auto_cleas_si,cm_hs_mec,3717.4
2023-04-01,auto_cleas_si,cm_hs_mec,3734.87
2023-05-01,auto_cleas_si,cm_hs_mec,4558.64
2023-06-01,auto_cleas_si,cm_hs_mec,5079.93
2023-07-01,auto_cleas_si,cm_hs_mec,5143.2
2023-08-01,auto_cleas_si,cm_hs_mec,6142.97
2023-09-01,auto_cleas_si,cm_hs_mec,6136.99
2023-10-01,auto_cleas_si,cm_hs_mec,6430.66
2023-11-01,auto_cleas_si,cm_hs_mec,8163.29
2023-12-01,auto_cleas_si,cm_hs_mec,8590.61
2024-01-01,auto_cleas_si,cm_hs_mec,10854.59
2024-02-01,auto_cleas_si,cm_hs_mec,11895.29
2024-03-01,auto_cleas_si,cm_hs_mec,11612.29
2024-04-01,auto_cleas_si,cm_hs_mec,14867.39
2024-05-01,auto_cleas_si,cm_hs_mec,17935.61
2024-06-01,auto_cleas_si,cm_hs_mec,17032.61
2024-07-01,auto_cleas_si,cm_hs_mec,21900.04
2024-08-01,auto_cleas_si,cm_hs_mec,17078.14
2024-09-01,auto_cleas_si,cm_hs_mec,21034.64
2024-10-01,auto_cleas_si,cm_hs_mec,22077.06
2024-11-01,auto_cleas_si,cm_hs_mec,25197.55
2024-12-01,auto_cleas_si,cm_hs_mec,22349.53
2025-01-01,auto_cleas_si,cm_hs_mec,23572.37
2025-02-01,auto_cleas_si,cm_hs_mec,28388.2
2025-03-01,auto_cleas_si,cm_hs_mec,33563.64
2025-04-01,auto_cleas_si,cm_hs_mec,27722.74
2025-05-01,auto_cleas_si,cm_hs_mec,31402.9
2025-06-01,auto_cleas_si,cm_hs_mec,29488.08
2025-07-01,auto_cleas_si,cm_hs_mec,32563.32
2023-01-01,auto_cleas_no,cm_hs_mec,3593.0
2023-02-01,auto_cleas_no,cm_hs_mec,3923.15
2023-03-01,auto_cleas_no,cm_hs_mec,4189.15
2023-04-01,auto_cleas_no,cm_hs_mec,4364.12
2023-05-01,auto_cleas_no,cm_hs_mec,4797.05
2023-06-01,auto_cleas_no,cm_hs_mec,5124.6
2023-07-01,auto_cleas_no,cm_hs_mec,5374.34
2023-08-01,auto_cleas_no,cm_hs_mec,6123.87
2023-09-01,auto_cleas_no,cm_hs_mec,6851.61
2023-10-01,auto_cleas_no,cm_hs_mec,7512.88
2023-11-01,auto_cleas_no,cm_hs_mec,8548.96
2023-12-01,auto_cleas_no,cm_hs_mec,683.07
2024-01-01,auto_cleas_no,cm_hs_mec,11004.11
2024-02-01,auto_cleas_no,cm_hs_mec,12953.4
2024-03-01,auto_cleas_no,cm_hs_mec,14042.64
2024-04-01,auto_cleas_no,cm_hs_mec,15930.14
2024-05-01,auto_cleas_no,cm_hs_mec,17238.68
2024-06-01,auto_cleas_no,cm_hs_mec,18560.2
2024-07-01,auto_cleas_no,cm_hs_mec,20815.98
2024-08-01,auto_cleas_no,cm_hs_mec,673.51
2024-09-01,auto_cleas_no,cm_hs_mec,22269.08
2024-10-01,auto_cleas_no,cm_hs_mec,23930.08
2024-11-01,auto_cleas_no,cm_hs_mec,24741.77
2024-12-01,auto_cleas_no,cm_hs_mec,25292.34
2025-01-01,auto_cleas_no,cm_hs_mec,26503.86
2025-02-01,auto_cleas_no,cm_hs_mec,27109.28
2025-03-01,auto_cleas_no,cm_hs_mec,27453.68
2025-04-01,auto_cleas_no,cm_hs_mec,30830.37
2025-05-01,auto_cleas_no,cm_hs_mec,31446.57
2025-06-01,auto_cleas_no,cm_hs_mec,33559.5
